Conta Gerencial;Exemplo de Uso
DO Insumos de Maquinas e Equipamentos;AGUA DESMINERALIZADA
DO Insumos de Maquinas e Equipamentos;JOGO DE ESCOVA 1607000V37
DO Insumos de Maquinas e Equipamentos;TELA AÇO INOX MALHA 100
DO Manutenção de Máquinas e Equipamentos;ARAME MIG AEME CAPA CAPA AWS ER70S-6 1.0MM
DO Manutenção de Máquinas e Equipamentos;"PAQUIMETRO ANA UNIV 0- 300MM / 12"" 0.05MM (530-115) DIGIMESS"
DO Manutenção de Máquinas e Equipamentos;LIMPADOR DE BICO DE MACARICO (jg c/ 13 agulhas + lima) OMEGA
DO Manutenção de Máquinas e Equipamentos;ALICATE MULTI FUNCAO P/ SOLDA MIG / MAG (CARBOGRAFITE)
DO Manutenção de Máquinas e Equipamentos;MARRETA OITAV 3.0 KG C/ CABO RIO  CLARO
DO Manutenção de Máquinas e Equipamentos;"ESMERILHADEIRA 7"" 2.200W GWS 2200-180 - 220V"
DO Manutenção de Máquinas e Equipamentos;"ESMERILHADEIRA 5"" 1.700W GWS 17-125 S - 220V"
DO Manutenção de Máquinas e Equipamentos;BICO MIG 30 X 1,2 MM
DO Manutenção de Máquinas e Equipamentos;GUIA MIG ESPIRAL 1.2 X 5,5 MT
DO Manutenção de Máquinas e Equipamentos;GUIA MIG ESPIRAL 1,2 X 3,5 MT
DO Manutenção de Máquinas e Equipamentos;ELETRODO PL 105 PLASMA
DO Manutenção de Máquinas e Equipamentos;BICO PL 65A PLASMA
DO Manutenção de Máquinas e Equipamentos;BOCAL PL HTM 85A(MANUAL)
DO Manutenção de Máquinas e Equipamentos;CAPA RETENTORA PLASMA
DO Manutenção de Máquinas e Equipamentos;TOCHA MIG 470X 5 MT
DO Manutenção de Máquinas e Equipamentos;CAPA DE RASPA C COSTURA  MM PARA TOCHA
DO Manutenção de Máquinas e Equipamentos;ABRAÇADEIRA NYLON PRETA 3,6 X 250 MM
DO Manutenção de Máquinas e Equipamentos;MINI CONTATOR AUXILIAR WEG 24VCA 10A 3NA 1NF CWCAO-3100V04
DO Manutenção de Máquinas e Equipamentos;GUIA MIG ESPIRAL 1,2 X 3,5 MT
DO Manutenção de Máquinas e Equipamentos;GUIA MIG ESPIRAL 1.2 X 5,5 MT
DO Manutenção de Máquinas e Equipamentos;BICO MIG 30 X 1,2 MM
DO Manutenção de Máquinas e Equipamentos;REGULADOR HARRIS 25GX 50 L ARGONIO
DO Manutenção de Máquinas e Equipamentos;ELETRODO 3,25 7018
DO Manutenção de Máquinas e Equipamentos;BOCAL MIG SBME450 12 MM LONGO FINO
DO Manutenção de Máquinas e Equipamentos;BICO MIG 55X1,0 MM W5/16
DO Manutenção de Máquinas e Equipamentos;ABRAÇADEIRA DE METAL PARA MANGUEIRA KIT 10 PEÇAS
DO Manutenção de Máquinas e Equipamentos;MANGUEIRA CRISTAL TRANÇADA PARA GAS TIG MIG 5/16 VPT250
DO Manutenção de Máquinas e Equipamentos;MODULO RETARDO 6 PINOS
DO Manutenção de Máquinas e Equipamentos;PORTA ELETRODO TWECO 300A
DO Manutenção de Máquinas e Equipamentos;GARRA NEGATIVA TWECO 300A
DO Manutenção de Máquinas e Equipamentos;ESCOVA DO SAG BAMBOZZI
DO Manutenção de Máquinas e Equipamentos;TAMPA DO PORTA ESOVA SAG
DO Manutenção de Máquinas e Equipamentos;VALVULA SOLENOIDE 110V
DO Manutenção de Máquinas e Equipamentos;GUIA MIG ESPIRAL 1.2 X 5,5 MT
DO Manutenção de Máquinas e Equipamentos;GUIA MIG ESPIRAL 1,2 X 3,5 MT
DO Manutenção de Máquinas e Equipamentos;BICO MIG 30 X 1,2 MM
DO Manutenção de Máquinas e Equipamentos;REGULADOR FAMABRAS RI-03 ACETILENO
DO Manutenção de Máquinas e Equipamentos;ELETRODO 6013 OK 46 2,5 MM
DO Manutenção de Máquinas e Equipamentos;ELETRODO 7018 OK 4804 2,50 MM - ESAB
DO Manutenção de Máquinas e Equipamentos;BICO MIG 30 X 1,2 MM 
DO Manutenção de Máquinas e Equipamentos;NIPLE GALVANIZADO 1/4 
DO Manutenção de Máquinas e Equipamentos;"MANOMETRO 0-50 LT/MIN G1/4"" 63 MM HARRIS"
DO Manutenção de Máquinas e Equipamentos;PORCA DE ENTRADA REGULADOR ARGONIO / N2.
DO Manutenção de Máquinas e Equipamentos;VISOR MANOMETRO 60MM.ACRILICO
DO Manutenção de Máquinas e Equipamentos;INTERMEDIARIA SAIDA HARRIS 825/25GX
DO Manutenção de Máquinas e Equipamentos;"MANOMETRO 0-50 LT/MIN G1/4"" 63 MM HARRIS"
DO Manutenção de Máquinas e Equipamentos;VALVULA FLEX 08
DO Manutenção de Máquinas e Equipamentos;VEDACAO 801/825/818 HARRIS
DO Manutenção de Máquinas e Equipamentos;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Máquinas e Equipamentos;TOURCH BLOCK LIQUIDO
DO Manutenção de Ponte Rolante;SERVIÇO DE REBOBINAR MOTOR DE DUPLA POLARIDADE CV 1,2/0,6
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO CONSERTO PONTE ROLANTE
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO MANUTENÇÃO PREVENTIVA EM PONTE ROLANTE 10 TONELADAS VAO 20 METROS
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO REF CALCULOS ESTRUTURAIS DOS PILARES , VIGAS ROLAMENTOS PARA PONTE ROLANTE 15 TON
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO - MANUTENÇÃO DA PONTE ROLANTE
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO DESMONTAR E REPARAR TALHA ELETRICA
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO REBOBINAMENTO E TROCA DE ROLAMENTOS MOTOR WEG 12,5 CV PONTE ROLANTE
DO Manutenção de Ponte Rolante;SERVIÇO DE LOCAÇÃO DE CAMINHÃO MUNCK PONTE ROLANTE
DO Manutenção de Ponte Rolante;SERVIÇO DE LOCAÇÃO DE CAMINHÃO MUNCK PONTE ROLANTE
DO Manutenção de Ponte Rolante;SERVIÇO DE LOCAÇÃO DE CAMINHÃO MUNCK PONTE ROLANTE
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO USINAR PISTA RODAS PONTE ROLANTE 15 TON PARA RETIRADA DE DESGASTE PADRINIZAÇÃO 4 UNIDADES REFORMA PONTE ROLANTE
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;MANUTENÇÃO DA PONTE ROLANTE
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO CONSERTO E MANUTENÇÃO REBOBINAMENTO, TROCA DE ROLAMENTO E RETENTORES DO MOTOR.
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;SERVIÇOS PRESTADOS SJBV ISS 4%
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;SERVIÇO TORNEIRO ( USINAR AJUSTE DE ROLAMENTO EIXOS DA PONTE )
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;TARUGO DE BORRACHA SBR 3POL X 500mm 65 SH +/- 5
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;BATERIA CHUMBO ACIDO SELADA EP12V-12AH
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;CINTA MODELO SLING 4 METROS
DO Manutenção de Ponte Rolante;CINTA MODELO SLING 5 METROS
DO Manutenção de Ponte Rolante;ROLAMENTO NSK 6212DDU
DO Manutenção de Ponte Rolante;CFW500A 02 CONVERSOR DE FREQUENCIA
DO Manutenção de Ponte Rolante;4140 REDONDO 2.1/4
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;CIMAF CABO DE AÇO
DO Manutenção de Ponte Rolante;CIMAF CABO DE AÇO
DO Manutenção de Ponte Rolante;SERVIÇO DE LOCAÇÕES DOS CAMINHÕES MUNCK P/ LANÇAMENTO E MANUTENÇÃO DAS PONTES ROLANTES E TALHAS (N 0169)
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;ROLAMENTO 6000DDU
DO Manutenção de Ponte Rolante;TRAVA E15
DO Manutenção de Ponte Rolante;ANEL ELÁSTICO 135
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO
DO Manutenção de Ponte Rolante;LACO CABO AF 3/8
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO DE REEMBOBINAMENTO NO MOTO FREIO
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO DE ADAPTAÇÃO DE KOLER (FREIO PONTE ROLANTE)
DO Manutenção de Ponte Rolante;PRESTAÇÃO DE SERVIÇO DE REPARO NO BARRAMENTO PONTE ROLANTE
DP Confraternização;CARTAO NATAL
DP Confraternização;CARTAO NATAL
DP Confraternização;BOMBOM
DP Confraternização;PRESTAÇÃO DE SERVIÇO - CARTÃO DE BOAS VINDAS PARA A MATRIZ E PARA A FILIAL
DP Confraternização;PERNIL SEM OSSO
DP Confraternização;TENDER NOBRE
DP Confraternização;LANCHES EM GERAL
DP Confraternização;LANCHES EM GERAL
DP Confraternização;LANCHES EM GERAL
DP Confraternização;LANCHES EM GERAL
DP Confraternização;BOMBOM CAIXA
DP Confraternização;BOMBOM CAIXA
DP Confraternização;CREME DE MÃOS
DP Confraternização;LANCHES EM GERAL
DP Confraternização;LANCHES EM GERAL
DP Confraternização;LANCHES EM GERAL
DP Confraternização;LANCHES EM GERAL
DP Confraternização;LANCHES EM GERAL
DP Confraternização;LANCHES EM GERAL
DP Confraternização;LANCHES EM GERAL
DP Confraternização;GARRAFA TIPO SQUEEZE DE ALUMINIO PERSONALIZADA 600ML COM TAMPA PLASTICA ROSQUEÁVEL, ALÇA E TAMPA PROTETORA PARA BOCAL - COR AZUL COM LOGO GEHFER EM IMPRESSÃO A LAZER
DP Confraternização;CHOCOLATE WAFER BIS BRANCO LACTA 100,8G
DP Confraternização;BOMBOM CAIXA LACTA 250,6G
DP Confraternização;BOMBOM CAIXA
DP Confraternização;ROLO FITILHO AZUL ROYAL
DP Confraternização;LAÇO MÁGICO COR VERMELHO
DP Confraternização;SACO DE PRESENTE TRANSPARENTE 20x30
DP Confraternização;CANECA DE VIDRO TRANSPARENTE
DP Confraternização;KIT CHURASCO INOX FACA /GARFO E PEGADOR COM ESTOJO
DP Confraternização;SACHE CAPUCCINO TRADICIONAL 20G
DP Confraternização;BOMBOM CAIXA
DP Confraternização;BISCOITO/BOLACHA ARTESANAL (PACOTE COM 3 UNIDADES)
DP Confraternização;ARRANJO DE FLORES  - FUNERAL MÃE ADRIANA CARROCIERI - LIMPEZA
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE DIARIAS
DP Diárias;PAGAMENTO DE SALÁRIO AO PRESTADOR SERVIÇOS DA FORTRESS - DEVIDO A ATRASO DE PAGAMENTO DE SALÁRIOS DA MESMA.
DP Diárias;ETIQUETA PARA GARRAFA DE CAFÉ - ADMINISTRATIVO
DP Diárias;SERVIÇOS DE CARTORIO
DP E.P.I's;LUVA WELD PREMIUM MAO DIREITA
DP E.P.I's;LUVA WELD PREMIUM MAO ESQUERDA
DP E.P.I's;OCULOS DA 5500 COLOR
DP E.P.I's;ABAFADOR POMP 3M MUFFLER
DP E.P.I's;AVENTAL RASPA BARBEIRO GRANDE
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;FILTRO 6001/6003
DP E.P.I's;CREME HELP HAND
DP E.P.I's;FILTRO 5N11 3M
DP E.P.I's;LUVA DA 26602 K30 SSL G
DP E.P.I's;LUVA MISTA PETROLEIRA 9 CM
DP E.P.I's;LUVA WELD PREMIUM MAO DIREITA
DP E.P.I's;LUVA WELD PREMIUM MAO ESQUERDA
DP E.P.I's;LUVA VOLK FULL G
DP E.P.I's;LUVA MISTA PETROLEIRA 9 CM
DP E.P.I's;MACACAO TYVEK BRANCO XXG
DP E.P.I's;MANGOTE LONA
DP E.P.I's;MASCARA SOLDA MANUAL
DP E.P.I's;OCULOS DA 5500 COLOR
DP E.P.I's;OCULOS AGUIA LEOPARDO POLI COLOR
DP E.P.I's;OCULOS AGUIA LEOPARDO INCOLOR
DP E.P.I's;OCULOS 14500 INCOLOR RIO
DP E.P.I's;PERNEIRA RASPA
DP E.P.I's;"PROTETOR FACIAL 8"""
DP E.P.I's;RESPIRADOR 6100/6200/6300
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;SAPATO PTO C/ELASTICO
DP E.P.I's;FILTRO 6001/6003
DP E.P.I's;"PROTETOR FACIAL 8"""
DP E.P.I's;RETENTOR 501 P FILTRO 5N11 MM
DP E.P.I's;LUVA WELD PREMIUM MAO ESQUERDA
DP E.P.I's;OCULOS DA 5500 COLOR
DP E.P.I's;AVENTAL RASPA BARBEIRO
DP E.P.I's;AVENTAL RASPA BARBEIRO GRANDE
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;BOTINA C.BICO PU
DP E.P.I's;FILTRO 6001/6003
DP E.P.I's;CREME HELP HAND
DP Refeição;LANCHE PEITO DE PERU OU FRANGO
DP Refeição;LANCHE PEITO DE PERU OU FRANGO
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;COCA COLA 2 LT
DP Refeição;COCA COLA 2 LT
DP Refeição;COCA COLA 2 LT
DP Refeição;COCA COLA LATA 350ML
DP Refeição;COCA COLA LATA 350ML
DP Refeição;REFRIGERANTE COCA - COLA
DP Refeição;CHOCOLATE 
DP Refeição;COCA COLA 2 LT
DP Refeição;COCA COLA LATA 350ML
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;COCA COLA LATA 350ML
DP Refeição;GUARANA ANTARTICA 2L
DP Refeição;COCA COLA 2 LT
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;COCA COLA 2 LT
DP Refeição;COCA COLA LATA 350ML
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;COCA COLA LATA 350ML
DP Refeição;COCA COLA 2 LT
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;COCA COLA LATA 350ML
DP Refeição;COCA COLA 2 LT
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;COCA COLA 2 LT
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;COCA COLA 2 LT
DP Refeição;REFEIÇÃO
DP Refeição;COCA COLA 2 LT
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;COCA COLA 2 LT
DP Refeição;REFEIÇÃO
DP Refeição;REFEIÇÃO
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;COCA COLA 2 LT
DP Refeição;REFEIÇÃO
DP Refeição;REFEIÇÃO
DP Refeição;REFEIÇÃO
DP Refeição;REFEIÇÃO
DP Refeição;LANCHE PRESUNTO E QUEIJO
DP Refeição;COCA COLA 2 LT
DP Refeição;REFEIÇÃO
DP Refeição;REFEIÇÃO
DP Refeição;REFEIÇÃO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;SERVIÇOS PRESTADOS SJBV ISS 4%
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO DE CONSULTORIA EMPRESARIAL
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Salários;PRESTAÇÃO DE SERVIÇO
DP Saúde Ocupacional/Segurança Trabalho;PREPARAÇÃO DE COCUMENTOS DOS EXAMES REALIZADO DO MÊS
DP Saúde Ocupacional/Segurança Trabalho;SERVIÇOS PRESTADOS ELABORAÇÃO E PREPARAÇÃO DOCUMENTOS E-SOCIAL
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO
DP Saúde Ocupacional/Segurança Trabalho;EXAME TOXICOLÓGICO REALIZADO PELO COLABORADOR VALDIR APARECIDO ALVES
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO - PREPARAÇÃO DE DOCUMENTOS DE SST
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO DE SAUDE OCUPACIONAL/ SEGURANÇA DO TRABALHO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO - ATENDIMENTOS OCUPACIONAIS, REALIZADOS EM DEZEMBRO/2023 À JULHO/2024
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO - ATENDIMENTOS OCUPACIONAIS, REALIZADOS EM OUTUBRO/2024
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO - ATENDIMENTOS OCUPACIONAIS
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO - ELABORAÇÃO DE DOCUMENTOS DE SST REFERENTE À 09/2024 (DIFERENÇA PENDENTE)
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO - ELABORAÇÃO DE DOCUMENTOS DE SST, REFERENTE À 12/2024
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO - ELABORAÇÃO DE DOCUMENTOS DE SST, REFERENTE AO MÊS 01/2025
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO - ELABORAÇÃO DE DOCUMENTOS DE SST + ENVIOS AO E-SOCIAL 02/2025
DP Saúde Ocupacional/Segurança Trabalho;PREPARACAO DE DOCUMENTOS DOS EXAMES REALIZADO DO MES
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO - ELABORAÇÃO DE DOCUMENTOS DE SST+ ENVIO AO E-SOCIAL
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO ELABORAÇÃO DE DOCUMENTOS - EXAME REALIZADO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO - ELABORAÇÃO DE DOCUMENTOS - EXAME REALIZADO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇOS - ELABORAÇÃO DE DOCUMENTOS - EXAME REALIZADO
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO DE SERVIÇO ELABORAÇÃO DE DOCUMENTOS DE SST, EVIOS AOS E-SOCIAL, REFERENTE AO MÊS 05/2025
DP Saúde Ocupacional/Segurança Trabalho;PRESTAÇÃO SERVIÇOS DE TERCEIRO
NG Mercadoria Revenda Eco Ferro;BOBINA FF 1,50 X 1200
NG Mercadoria Revenda Eco Ferro;BOBINA FF 1,50 X 1200
NG Mercadoria Revenda Eco Ferro;BOBINA FINA FRIO 1,20X1200
NG Mercadoria Revenda Eco Ferro;BOBINA FF 1,50 X 1200
NG Mercadoria Revenda Eco Ferro;BOBINA FINA FRIO 1,20X1200
NG Mercadoria Revenda Eco Ferro;BOBINA FINA FRIO 1,20X1200
NG Mercadoria Revenda Eco Ferro;BOBINA FF 1,50 X 1200
NG Mercadoria Revenda Eco Ferro;BOBINA FF 1,50 X 1200
NG Mercadoria Revenda Eco Ferro;BOBINA FINA FRIO 1,20X1200
NG Mercadoria Revenda Eco Ferro;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Eco Ferro;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Eco Ferro;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Eco Ferro;BOBINA GALVALUME 0,47 X 1200 AZM 120
NG Mercadoria Revenda Eco Ferro;BOBINA GALVALUME 0,47 X 1200 AZM 120
NG Mercadoria Revenda Eco Ferro;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Eco Ferro;BOBINA GALVALUME 0,38 X 1200 AZM 120
NG Mercadoria Revenda Eco Ferro;BOBINA GALVALUME 0,38 X 1200 AZM 120
NG Mercadoria Revenda Eco Ferro;BOBINA GALVALUME 0,38 X 1200 AZM 120
NG Mercadoria Revenda Eco Ferro;BOBINA GALVALUME 0,38 X 1200 AZM 120
NG Mercadoria Revenda Eco Ferro;BOBINA GALVALUME 0,38 X 1200 AZM 120
NG Mercadoria Revenda Eco Ferro;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda GMR;BOBINA GALVALUME 0,47 X 1200 AZM 120
NG Mercadoria Revenda GMR;BOBINA GALVALUME 0,47 X 1200 AZM 120
NG Mercadoria Revenda GMR;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda GMR;BOBINA GALVALUME 0,47 X 1200 AZM 120
NG Mercadoria Revenda GMR;BOBINA GALVALUME  0,40 X 1200 AZM 120
