DESCRI;DESC_PLA;DATA;BASE
BOBINA GALVANIZADA 0,47 X 1200  AZ 80;CSP Mercadoria Revenda;08/03/2024 09:36;B
TB RT FQ 15X50X1,50X6000;CSP Mercadoria Revenda;08/03/2024 14:14;B
TB QD FF 20X20X1,20X6000;CSP Mercadoria Revenda;08/03/2024 14:17;B
TB RT FF 90X30X1,50X6000;CSP Mercadoria Revenda;01/04/2024 11:26;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 14:26;B
TB RT FQ 150X50X2,00X6000;CSP Mercadoria Revenda;08/03/2024 14:28;B
TB RT FF 30X20X1,20X6000;CSP Mercadoria Revenda;08/03/2024 14:42;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 14:42;B
BOBINA GALVANIZADA 0,95 X 1200  AZ 80;CSP Mercadoria Revenda;08/03/2024 14:47;B
BOBINA GALVANIZADA 1,10 X 1200  AZ 80;CSP Mercadoria Revenda;05/04/2024 17:03;B
TB QD FF 40X40X1,20X6000;CSP Mercadoria Revenda;08/03/2024 15:06;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 15:07;B
TB RT FF 80X40X1,50X6000;CSP Mercadoria Revenda;08/03/2024 15:08;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 15:09;B
TB RED FF 15,87X1,20X6000;CSP Mercadoria Revenda;08/03/2024 15:11;B
TB RED FF 38,10X1,20X6000;CSP Mercadoria Revenda;08/03/2024 15:12;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 15:13;B
TB QD FF 25X25X1,50X6000;CSP Mercadoria Revenda;08/03/2024 15:17;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 15:17;B
TB QD FF 40X40X1,50X6000;CSP Mercadoria Revenda;08/03/2024 15:19;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 15:20;B
TB QD FQ 40X40X2,00X6000;CSP Mercadoria Revenda;08/03/2024 15:22;B
TB QD FQ 50X50X2,00X6000;CSP Mercadoria Revenda;08/03/2024 15:25;B
TB RED FF 38,10X1,20X6000;CSP Mercadoria Revenda;08/03/2024 16:04;B
TB RED FF 50,80X1,20X6000;CSP Mercadoria Revenda;08/03/2024 17:18;B
PERFIL U 50X25X2,00X6000;CSP Mercadoria Revenda;08/03/2024 17:21;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 17:21;B
PERFIL U 150X50X3,00X6000;CSP Mercadoria Revenda;08/03/2024 17:23;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 17:23;B
PERFIL UE 100X40X15X2,25X6000;CSP Mercadoria Revenda;08/03/2024 17:24;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 17:25;B
TB ZN 40X40X0,95X6000;CSP Mercadoria Revenda;08/03/2024 17:28;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 17:29;B
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;08/03/2024 17:33;B
TB RT FF 30X20X1,20X6000;CSP Mercadoria Revenda;08/03/2024 17:37;B
TB ZN 40X40X1,50X6000;CSP Mercadoria Revenda;08/03/2024 17:41;B
CH FQ 2,00 X 1200 X 6000;CSP Mercadoria Revenda;08/03/2024 17:44;B
TB RED FF 22,22X1,20X6000;CSP Mercadoria Revenda;08/03/2024 17:45;B
PERFIL U 50X25X2,00X6000;CSP Mercadoria Revenda;08/03/2024 17:49;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 17:50;B
TB QD FF 25X25X1,20X6000;CSP Mercadoria Revenda;08/03/2024 17:52;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 17:53;B
TB QD FF 30X30X1,50X6000;CSP Mercadoria Revenda;08/03/2024 17:55;B
TB QD FF 40X40X1,50X6000;CSP Mercadoria Revenda;08/03/2024 17:56;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;08/03/2024 17:57;B
TB RED FQ 31,75X2,00X6000;CSP Mercadoria Revenda;11/03/2024 09:41;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;11/03/2024 09:42;B
TB ZN 60X40X1,25X6000;CSP Mercadoria Revenda;11/03/2024 09:56;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;11/03/2024 09:56;B
TB ZN 60X40X1,10X6000;CSP Mercadoria Revenda;11/03/2024 11:37;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;11/03/2024 11:38;B
TB ZN 60X40X1,10X6000;CSP Mercadoria Revenda;11/03/2024 11:47;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;11/03/2024 11:48;B
TB ZN 30X30X1,10X6000;CSP Mercadoria Revenda;11/03/2024 11:50;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;11/03/2024 11:51;B
TB QD FF 25X25X1,50X6000;CSP Mercadoria Revenda;12/03/2024 09:07;B
TB RED FF 25,40X1,20X6000;CSP Mercadoria Revenda;12/03/2024 09:06;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 09:06;B
TB RED FF 22,22X1,20X6000;CSP Mercadoria Revenda;12/03/2024 09:07;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 09:07;B
TB RT FF 50X30X0,90X6000;CSP Mercadoria Revenda;12/03/2024 09:07;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 09:06;B
TB RT FF 40X20X1,50X6000;CSP Mercadoria Revenda;12/03/2024 09:07;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 09:07;B
TB RT FF 30X20X1,20X6000;CSP Mercadoria Revenda;12/03/2024 09:23;B
PERFIL UE 75X40X15X2,25X6000;CSP Mercadoria Revenda;12/03/2024 09:49;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 09:51;B
TB RED FQ 38,10X2,00X6000;CSP Mercadoria Revenda;12/03/2024 11:18;B
TB RED FQ 38,10X2,00X6000;CSP Mercadoria Revenda;12/03/2024 10:09;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 10:09;B
TB RT FF 30X20X1,20X6000;CSP Mercadoria Revenda;12/03/2024 13:40;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 13:41;B
TB QD FF 20X20X0,90X6000;CSP Mercadoria Revenda;12/03/2024 13:43;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 13:45;B
TB RED FF 38,10X1,20X6000;CSP Mercadoria Revenda;12/03/2024 14:00;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 14:00;B
TB RT FF 50X30X1,20X6000;RSV Revenda;12/03/2024 14:03;B
TB RED FF 19,05X0,75X6000;CSP Mercadoria Revenda;12/03/2024 14:06;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 14:06;B
TB RED FF 25,40X1,50X6000;CSP Mercadoria Revenda;12/03/2024 14:31;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 14:31;B
TB QD FF 30X30X1,50X6000;CSP Mercadoria Revenda;12/03/2024 14:50;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 14:51;B
TB RT FF 40X20X0,90X6000;CSP Mercadoria Revenda;12/03/2024 14:52;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 14:58;B
TB RT FF 80X40X1,50X6000;CSP Mercadoria Revenda;12/03/2024 15:01;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 15:02;B
TB RT FF 30X20X1,20X6000;CSP Mercadoria Revenda;12/03/2024 15:22;B
TB RT FQ 150X50X2,00X6000;CSP Mercadoria Revenda;12/03/2024 15:27;B
TB RT FQ 150X50X2,00X6000;CSP Mercadoria Revenda;12/03/2024 15:29;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 15:29;B
TB QD FF 20X20X1,50X6000;CSP Mercadoria Revenda;12/03/2024 15:30;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 15:31;B
TB RT FF 150X50X1,50X6000;CSP Mercadoria Revenda;12/03/2024 15:34;B
TB RED FF 50,80X1,20X6000;CSP Mercadoria Revenda;12/03/2024 15:36;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 15:37;B
TB RT FF 80X40X1,20X6000;CSP Mercadoria Revenda;12/03/2024 15:38;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 15:39;B
TB ZN 30X30X1,55X6000;CSP Mercadoria Revenda;12/03/2024 15:41;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 15:41;B
TB RED FF 50,80X1,20X6000;CSP Mercadoria Revenda;12/03/2024 15:56;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 15:56;B
TB RT FF 80X40X1,20X6000;CSP Mercadoria Revenda;12/03/2024 15:57;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 15:58;B
TB ZN 30X30X1,55X6000;CSP Mercadoria Revenda;12/03/2024 15:59;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;12/03/2024 16:00;B
TB ZN 30X30X0,80X6000;CSP Mercadoria Revenda;13/03/2024 07:30;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 07:30;B
TB ZN 15X15X1,10X6000;CSP Mercadoria Revenda;13/03/2024 07:32;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 07:32;B
TB ZN 31,75X0,80X6000;CSP Mercadoria Revenda;13/03/2024 07:38;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 08:02;B
TB QD ZN 40X40X1,50X6000;CSP Mercadoria Revenda;13/03/2024 07:52;B
TB QD ZN 15X15X1,55X6000;CSP Mercadoria Revenda;13/03/2024 07:53;B
TB ZN 25,40X0,80X6000;CSP Mercadoria Revenda;13/03/2024 07:55;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 07:56;B
TB ZN 50,80X0,80X6000;CSP Mercadoria Revenda;13/03/2024 07:57;B
TB ZN 19,05X0,80X6000;CSP Mercadoria Revenda;13/03/2024 07:57;B
TB ZN 31,75X0,95X6000;CSP Mercadoria Revenda;13/03/2024 08:04;B
TB ZN 19,05X0,95X6000;CSP Mercadoria Revenda;13/03/2024 08:08;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 08:09;B
TB ZN 25,40X1,10X6000;CSP Mercadoria Revenda;13/03/2024 08:15;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 09:39;B
TB ZN 19,05X1,10X6000;CSP Mercadoria Revenda;13/03/2024 08:21;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 08:21;B
TB ZN 15,87X1,10X6000;CSP Mercadoria Revenda;13/03/2024 08:23;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 08:24;B
TB ZN 31,75X1,25X6000;CSP Mercadoria Revenda;13/03/2024 09:28;B
TB ZN 19,05X1,25X6000;CSP Mercadoria Revenda;13/03/2024 09:30;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 09:42;B
TB ZN 22,22X1,25X6000;CSP Mercadoria Revenda;13/03/2024 09:33;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 09:34;B
TB RED FF 31,75X1,20X6000;CSP Mercadoria Revenda;13/03/2024 13:43;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 13:44;B
PERFIL UE 75X40X15X2,25X6000;CSP Mercadoria Revenda;13/03/2024 13:46;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 13:46;B
PERFIL U 75X40X2,65X6000;CSP Mercadoria Revenda;13/03/2024 13:58;B
PERFIL UE 75X40X15X2,65X6000;CSP Mercadoria Revenda;13/03/2024 13:59;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 13:59;B
TB QD FQ 50X50X2,65X6000;CSP Mercadoria Revenda;13/03/2024 14:02;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 14:03;B
CH FF 0,90 X 1200 X 3000;CSP Mercadoria Revenda;13/03/2024 14:08;B
CH FF 0,90 X 1200 X 2500;CSP Mercadoria Revenda;13/03/2024 14:10;B
CH FF 1,20 X 1200 X 6000;CSP Mercadoria Revenda;13/03/2024 14:12;B
TB RT FF 100X50X1,50X6000;CSP Mercadoria Revenda;13/03/2024 14:17;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;13/03/2024 14:18;B
TB RT FQ 100X50X2,00X6000;CSP Mercadoria Revenda;13/03/2024 14:20;B
TB QD FQ 100X100X2,00X6000;CSP Mercadoria Revenda;13/03/2024 14:53;B
TB RT FQ 150X50X2,00X6000;CSP Mercadoria Revenda;13/03/2024 14:53;B
CH XDZ 4,75X1200X6000;CSP Mercadoria Revenda;15/03/2024 14:44;B
TB RED FF 31,75X1,50X6000;CSP Mercadoria Revenda;14/03/2024 13:55;B
TB ZN 40X30X0,95X6000;CSP Mercadoria Revenda;14/03/2024 14:08;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;14/03/2024 14:08;B
TB ZN 40X30X1,10X6000;CSP Mercadoria Revenda;14/03/2024 14:08;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;14/03/2024 14:08;B
TB ZN 80X40X1,50X6000;CSP Mercadoria Revenda;14/03/2024 14:08;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;14/03/2024 14:09;B
TB ZN 80X40X1,25X6000;CSP Mercadoria Revenda;14/03/2024 14:18;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;14/03/2024 14:18;B
TB RT FF 30X40X1,00X6000;CSP Mercadoria Revenda;14/03/2024 14:49;B
TB RT FF 30X20X1,20X6000;CSP Mercadoria Revenda;14/03/2024 17:02;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;14/03/2024 15:09;B
PERFIL U 75X40X2,00X6000;CSP Mercadoria Revenda;14/03/2024 15:24;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;14/03/2024 15:23;B
TB ZN 50,80X0,80X6000;CSP Mercadoria Revenda;14/03/2024 15:40;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;14/03/2024 15:40;B
TB ZN 80X40X1,50X6000;CSP Mercadoria Revenda;14/03/2024 16:07;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;14/03/2024 16:02;B
CH FF 0,90 X 1200 X 3000;CSP Mercadoria Revenda;15/03/2024 10:54;B
TB RT FF 30X20X1,50X6000;CSP Mercadoria Revenda;15/03/2024 10:58;B
TB ZN 50,80X1,20X6000;CSP Mercadoria Revenda;15/03/2024 11:24;B
TB QD FF 20X20X0,90X6000;CSP Mercadoria Revenda;15/03/2024 11:41;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;15/03/2024 11:41;B
CH FQ 3,00 X 1200 X 6000;CSP Mercadoria Revenda;15/03/2024 13:16;B
TB RT FF 30X20X0,90X6000;CSP Mercadoria Revenda;15/03/2024 13:26;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;15/03/2024 13:26;B
TB RT FF 40X30X1,20X6000;CSP Mercadoria Revenda;15/03/2024 13:30;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;15/03/2024 13:30;B
TB ZN 50,80X1,20X6000;CSP Mercadoria Revenda;15/03/2024 14:18;B
TB ZN 80X40X1,55X6000;CSP Mercadoria Revenda;15/03/2024 14:18;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;15/03/2024 14:18;B
TB RT FF 30X20X1,50X6000;CSP Mercadoria Revenda;15/03/2024 14:26;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;15/03/2024 14:25;B
CH XDZ 4,75 X 1500 X 3000;CSP Mercadoria Revenda;15/03/2024 14:34;B
CH FF 1,50 X 1200 X 2500;RSV Revenda;18/03/2024 10:06;B
PERFIL U 127X50X2,65X6000;CSP Mercadoria Revenda;18/03/2024 10:36;B
PERFIL U 127X50X3,00X6000;CSP Mercadoria Revenda;18/03/2024 10:44;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;18/03/2024 10:43;B
TB ZN 40X30X1,25X6000;CSP Mercadoria Revenda;18/03/2024 10:50;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;18/03/2024 10:50;B
PERFIL U 127X50X3,00X6000;CSP Mercadoria Revenda;18/03/2024 10:57;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;18/03/2024 10:57;B
TB QD FF 20X20X0,90X6000;CSP Mercadoria Revenda;18/03/2024 11:02;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;18/03/2024 11:02;B
TB RT FF 40X30X1,20X6000;CSP Mercadoria Revenda;18/03/2024 11:05;B
BOBINA GALVALUME  0,40 X 1200 AZM 150;CSP Mercadoria Revenda;18/03/2024 11:15;B
BOBINA GALVALUME  0,40 X 1200 AZM 150;CSP Mercadoria Revenda;19/03/2024 10:27;B
BOBINA GALVALUME  0,40 X 1200 AZM 150;CSP Mercadoria Revenda;19/03/2024 10:46;B
TB ZN 20X20X0,95X6000;CSP Mercadoria Revenda;19/03/2024 10:52;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;19/03/2024 10:52;B
CH FF 1,50 X 1200 X 2500;CSP Mercadoria Revenda;19/03/2024 10:54;B
CH FF 1,50 X 1200 X 2500;CSP Mercadoria Revenda;19/03/2024 11:14;B
TB RED FQ 50,80X2,00X6000;CSP Mercadoria Revenda;19/03/2024 11:18;B
PERFIL U 75X40X2,65X6000;CSP Mercadoria Revenda;19/03/2024 11:26;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;19/03/2024 11:27;B
TB QD FF 20X20X0,90X6000;CSP Mercadoria Revenda;19/03/2024 11:32;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;19/03/2024 11:31;B
TB RED FF 22,22X0,90X6000;CSP Mercadoria Revenda;19/03/2024 14:13;B
TB RT FF 100X40X1,50X6000;CSP Mercadoria Revenda;20/03/2024 08:55;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;20/03/2024 08:55;B
TB RT FF 100X50X1,50X6000;CSP Mercadoria Revenda;20/03/2024 08:55;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;20/03/2024 08:55;B
TB RT FQ 100X50X2,00X6000;CSP Mercadoria Revenda;20/03/2024 08:55;B
TB RT FF 40X30X1,20X6000;CSP Mercadoria Revenda;20/03/2024 09:03;B
TB RT FF 50X30X0,90X6000;CSP Mercadoria Revenda;20/03/2024 09:04;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;20/03/2024 09:04;B
TB RT FF 80X40X1,50X6000;CSP Mercadoria Revenda;20/03/2024 09:04;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;20/03/2024 09:03;B
TB QD FF 20X20X1,20X6000;CSP Mercadoria Revenda;20/03/2024 09:06;B
TB RED FF 19,05X0,75X6000;RSV Revenda;20/03/2024 09:28;B
TB RT FF 40X30X1,20X6000;CSP Mercadoria Revenda;20/03/2024 09:35;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;20/03/2024 09:35;B
TB QD FF 20X20X1,20X6000;CSP Mercadoria Revenda;20/03/2024 09:41;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;20/03/2024 09:41;B
CH FF 1,50 X 1200 X 2500;CSP Mercadoria Revenda;20/03/2024 09:44;B
TB RT FF 40X30X1,20X6000;CSP Mercadoria Revenda;20/03/2024 09:48;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;20/03/2024 09:48;B
TB RT FF 30X20X0,90X6000;RSV Revenda;20/03/2024 10:11;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;20/03/2024 10:12;B
TB RT FF 50X30X0,90X6000;CSP Mercadoria Revenda;20/03/2024 10:12;B
TB RED FF 25,40X1,20X6000;CSP Mercadoria Revenda;20/03/2024 10:12;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;20/03/2024 10:12;B
TB RED FF 50,80X1,20X6000;CSP Mercadoria Revenda;20/03/2024 10:12;B
TB QD FF 20X20X1,50X6000;CSP Mercadoria Revenda;20/03/2024 10:12;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;20/03/2024 10:12;B
TB RT FF 30X20X1,50X6000;CSP Mercadoria Revenda;20/03/2024 10:12;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;20/03/2024 10:12;B
BOBINA GALVALUME 0,47 X 1200 AZM 150;CSP Mercadoria Revenda;21/03/2024 08:27;B
TB QD FQ 50X50X2,00X6000;CSP Mercadoria Revenda;21/03/2024 08:45;B
TB QD FQ 60X60X1,50X6000;CSP Mercadoria Revenda;21/03/2024 08:45;B
TB RT FQ 80X40X1,50x6000;CSP Mercadoria Revenda;21/03/2024 08:45;B
TB RT FQ 150X50X2,00X6000;CSP Mercadoria Revenda;21/03/2024 09:08;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 09:08;B
TB RT FF 150X50X1,50X6000;CSP Mercadoria Revenda;21/03/2024 09:08;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 09:08;B
TB RT FF 40X20X0,90X6000;CSP Mercadoria Revenda;21/03/2024 10:21;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 10:21;B
TB RT FF 50X30X0,90X6000;CSP Mercadoria Revenda;21/03/2024 10:21;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 10:21;B
TB QD FF 40X40X1,20X6000;CSP Mercadoria Revenda;21/03/2024 10:22;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 10:22;B
PERFIL U 100X50X3,00X6000;CSP Mercadoria Revenda;21/03/2024 10:48;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 10:48;B
PERFIL U 150X50X2,65X6000;CSP Mercadoria Revenda;21/03/2024 10:51;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 10:51;B
PERFIL U 127X50X2,65X6000;CSP Mercadoria Revenda;21/03/2024 10:54;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 10:54;B
PERFIL U 75X40X3,00X6000;CSP Mercadoria Revenda;21/03/2024 10:59;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 10:58;B
TB QD FF 20X20X1,20X6000;CSP Mercadoria Revenda;21/03/2024 11:01;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 11:01;B
TB RT FF 40X30X1,20X6000;CSP Mercadoria Revenda;21/03/2024 11:05;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 11:04;B
TB RT FF 40X30X1,20X6000;CSP Mercadoria Revenda;21/03/2024 11:07;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 11:07;B
TB QD FQ 100X100X2,00X6000;CSP Mercadoria Revenda;21/03/2024 11:20;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 11:20;B
TB RT FQ 150X50X2,00X6000;CSP Mercadoria Revenda;21/03/2024 11:20;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;21/03/2024 11:20;B
BOBINA GALVANIZADA 0,95 X 1200  AZ 80;CSP Mercadoria Revenda;21/03/2024 14:14;B
BOBINA GALVANIZADA 1,10 X 1200  AZ 80;CSP Mercadoria Revenda;05/04/2024 17:00;B
BOBINA GALVALUME  0,40 X 1200 AZM 150;CSP Mercadoria Revenda;22/03/2024 10:09;B
TB RED FF 25,40X1,20X6000;CSP Mercadoria Revenda;22/03/2024 10:18;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;22/03/2024 10:18;B
TB QD FF 20X20X1,50X6000;CSP Mercadoria Revenda;22/03/2024 10:18;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;22/03/2024 10:18;B
TB RT FF 30X20X1,50X6000;CSP Mercadoria Revenda;22/03/2024 10:18;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;22/03/2024 10:18;B
TB RT FF 30X20X0,90X6000;CSP Mercadoria Revenda;22/03/2024 10:18;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;22/03/2024 10:18;B
BOBINA GALVALUME  0,40 X 1200 AZM 150;CSP Mercadoria Revenda;22/03/2024 10:23;B
TB QD FQ 30X30X1,50X6000;CSP Mercadoria Revenda;22/03/2024 14:48;B
BOBINA GALVALUME  0,40 X 1200 AZM 150;CSP Mercadoria Revenda;22/03/2024 14:07;B
BOBINA GALVALUME  0,40 X 1200 AZM 150;CSP Mercadoria Revenda;22/03/2024 14:09;B
BOBINA GALVALUME  0,40 X 1200 AZM 150;CSP Mercadoria Revenda;22/03/2024 14:13;B
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;22/03/2024 14:24;B
TB RT FQ 80X40X2,00X6000;CSP Mercadoria Revenda;22/03/2024 14:48;B
TB RT FQ 150X50X2,00X6000;CSP Mercadoria Revenda;22/03/2024 16:47;B
TB RT FQ 150X50X1,50X6000;CSP Mercadoria Revenda;22/03/2024 16:47;B
TB RED FQ 50,80X2,00X6000;CSP Mercadoria Revenda;22/03/2024 17:02;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;22/03/2024 17:03;B
TB RT FQ 60X40X1,50X6000;CSP Mercadoria Revenda;22/03/2024 17:03;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;22/03/2024 17:03;B
TB QD FQ 100X100X2,00X6000;CSP Mercadoria Revenda;22/03/2024 17:03;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;22/03/2024 17:03;B
TB RT FQ 150X50X2,00X6000;CSP Mercadoria Revenda;22/03/2024 17:03;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;22/03/2024 17:03;B
TB RT FF 30X20X0,90X6000;CSP Mercadoria Revenda;25/03/2024 08:54;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;25/03/2024 08:54;B
TB RT FF 50X30X1,50X6000;CSP Mercadoria Revenda;25/03/2024 08:54;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;25/03/2024 08:54;B
TB QD FQ 100X100X2,00X6000;CSP Mercadoria Revenda;26/03/2024 10:00;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;26/03/2024 10:00;B
TB RT FF 150X50X1,50X6000;CSP Mercadoria Revenda;26/03/2024 10:10;B
DIVERGENCIA DE ENTRADA;CSP Mercadoria Revenda;26/03/2024 10:10;B
TB RT FQ 150X50X2,00X6000;CSP Mercadoria Revenda;26/03/2024 10:10;B
TB RT FF 30X20X0,90X6000;CSP Mercadoria Revenda;26/03/2024 10:10;B
